64,64 64,75 65,64 65,75 66,64 66,75 67,64 67,75 68,64 68,75 69,64 69,75 70,64 70,75 71,64 71,75 72,64 72,75 73,64 73,75 74,64 74,75 75,64 75,75 64,65 75,65 64,66 75,66 64,67 75,67 64,68 75,68 64,69 75,69 64,70 75,70 64,71 75,71 64,72 75,72 64,73 75,73 64,74 75,74
190,604 190,663 191,604 191,663 192,604 192,663 193,604 193,663 194,604 194,663 195,604 195,663 196,604 196,663 197,604 197,663 198,604 198,663 199,604 199,663 200,604 200,663 201,604 201,663 190,605 201,605 190,606 201,606 190,607 201,607 190,608 201,608 190,609 201,609 190,610 201,610 190,611 201,611 190,612 201,612 190,613 201,613 190,614 201,614 190,615 201,615 190,616 201,616 190,617 201,617 190,618 201,618 190,619 201,619 190,620 201,620 190,621 201,621 190,622 201,622 190,623 201,623 190,624 201,624 190,625 201,625 190,626 201,626 190,627 201,627 190,628 201,628 190,629 201,629 190,630 201,630 190,631 201,631 190,632 201,632 190,633 201,633 190,634 201,634 190,635 201,635 190,636 201,636 190,637 201,637 190,638 201,638 190,639 201,639 190,640 201,640 190,641 201,641 190,642 201,642 190,643 201,643 190,644 201,644 190,645 201,645 190,646 201,646 190,647 201,647 190,648 201,648 190,649 201,649 190,650 201,650 190,651 201,651 190,652 201,652 190,653 201,653 190,654 201,654 190,655 201,655 190,656 201,656 190,657 201,657 190,658 201,658 190,659 201,659 190,660 201,660 190,661 201,661 190,662 201,662
208,604 208,663 209,604 209,663 210,604 210,663 211,604 211,663 212,604 212,663 213,604 213,663 214,604 214,663 215,604 215,663 216,604 216,663 217,604 217,663 218,604 218,663 219,604 219,663 208,605 219,605 208,606 219,606 208,607 219,607 208,608 219,608 208,609 219,609 208,610 219,610 208,611 219,611 208,612 219,612 208,613 219,613 208,614 219,614 208,615 219,615 208,616 219,616 208,617 219,617 208,618 219,618 208,619 219,619 208,620 219,620 208,621 219,621 208,622 219,622 208,623 219,623 208,624 219,624 208,625 219,625 208,626 219,626 208,627 219,627 208,628 219,628 208,629 219,629 208,630 219,630 208,631 219,631 208,632 219,632 208,633 219,633 208,634 219,634 208,635 219,635 208,636 219,636 208,637 219,637 208,638 219,638 208,639 219,639 208,640 219,640 208,641 219,641 208,642 219,642 208,643 219,643 208,644 219,644 208,645 219,645 208,646 219,646 208,647 219,647 208,648 219,648 208,649 219,649 208,650 219,650 208,651 219,651 208,652 219,652 208,653 219,653 208,654 219,654 208,655 219,655 208,656 219,656 208,657 219,657 208,658 219,658 208,659 219,659 208,660 219,660 208,661 219,661 208,662 219,662
226,604 226,663 227,604 227,663 228,604 228,663 229,604 229,663 230,604 230,663 231,604 231,663 232,604 232,663 233,604 233,663 234,604 234,663 235,604 235,663 236,604 236,663 237,604 237,663 226,605 237,605 226,606 237,606 226,607 237,607 226,608 237,608 226,609 237,609 226,610 237,610 226,611 237,611 226,612 237,612 226,613 237,613 226,614 237,614 226,615 237,615 226,616 237,616 226,617 237,617 226,618 237,618 226,619 237,619 226,620 237,620 226,621 237,621 226,622 237,622 226,623 237,623 226,624 237,624 226,625 237,625 226,626 237,626 226,627 237,627 226,628 237,628 226,629 237,629 226,630 237,630 226,631 237,631 226,632 237,632 226,633 237,633 226,634 237,634 226,635 237,635 226,636 237,636 226,637 237,637 226,638 237,638 226,639 237,639 226,640 237,640 226,641 237,641 226,642 237,642 226,643 237,643 226,644 237,644 226,645 237,645 226,646 237,646 226,647 237,647 226,648 237,648 226,649 237,649 226,650 237,650 226,651 237,651 226,652 237,652 226,653 237,653 226,654 237,654 226,655 237,655 226,656 237,656 226,657 237,657 226,658 237,658 226,659 237,659 226,660 237,660 226,661 237,661 226,662 237,662
244,604 244,663 245,604 245,663 246,604 246,663 247,604 247,663 248,604 248,663 249,604 249,663 250,604 250,663 251,604 251,663 252,604 252,663 253,604 253,663 254,604 254,663 255,604 255,663 244,605 255,605 244,606 255,606 244,607 255,607 244,608 255,608 244,609 255,609 244,610 255,610 244,611 255,611 244,612 255,612 244,613 255,613 244,614 255,614 244,615 255,615 244,616 255,616 244,617 255,617 244,618 255,618 244,619 255,619 244,620 255,620 244,621 255,621 244,622 255,622 244,623 255,623 244,624 255,624 244,625 255,625 244,626 255,626 244,627 255,627 244,628 255,628 244,629 255,629 244,630 255,630 244,631 255,631 244,632 255,632 244,633 255,633 244,634 255,634 244,635 255,635 244,636 255,636 244,637 255,637 244,638 255,638 244,639 255,639 244,640 255,640 244,641 255,641 244,642 255,642 244,643 255,643 244,644 255,644 244,645 255,645 244,646 255,646 244,647 255,647 244,648 255,648 244,649 255,649 244,650 255,650 244,651 255,651 244,652 255,652 244,653 255,653 244,654 255,654 244,655 255,655 244,656 255,656 244,657 255,657 244,658 255,658 244,659 255,659 244,660 255,660 244,661 255,661 244,662 255,662
262,604 262,663 263,604 263,663 264,604 264,663 265,604 265,663 266,604 266,663 267,604 267,663 268,604 268,663 269,604 269,663 270,604 270,663 271,604 271,663 272,604 272,663 273,604 273,663 262,605 273,605 262,606 273,606 262,607 273,607 262,608 273,608 262,609 273,609 262,610 273,610 262,611 273,611 262,612 273,612 262,613 273,613 262,614 273,614 262,615 273,615 262,616 273,616 262,617 273,617 262,618 273,618 262,619 273,619 262,620 273,620 262,621 273,621 262,622 273,622 262,623 273,623 262,624 273,624 262,625 273,625 262,626 273,626 262,627 273,627 262,628 273,628 262,629 273,629 262,630 273,630 262,631 273,631 262,632 273,632 262,633 273,633 262,634 273,634 262,635 273,635 262,636 273,636 262,637 273,637 262,638 273,638 262,639 273,639 262,640 273,640 262,641 273,641 262,642 273,642 262,643 273,643 262,644 273,644 262,645 273,645 262,646 273,646 262,647 273,647 262,648 273,648 262,649 273,649 262,650 273,650 262,651 273,651 262,652 273,652 262,653 273,653 262,654 273,654 262,655 273,655 262,656 273,656 262,657 273,657 262,658 273,658 262,659 273,659 262,660 273,660 262,661 273,661 262,662 273,662
280,604 280,663 281,604 281,663 282,604 282,663 283,604 283,663 284,604 284,663 285,604 285,663 286,604 286,663 287,604 287,663 288,604 288,663 289,604 289,663 290,604 290,663 291,604 291,663 280,605 291,605 280,606 291,606 280,607 291,607 280,608 291,608 280,609 291,609 280,610 291,610 280,611 291,611 280,612 291,612 280,613 291,613 280,614 291,614 280,615 291,615 280,616 291,616 280,617 291,617 280,618 291,618 280,619 291,619 280,620 291,620 280,621 291,621 280,622 291,622 280,623 291,623 280,624 291,624 280,625 291,625 280,626 291,626 280,627 291,627 280,628 291,628 280,629 291,629 280,630 291,630 280,631 291,631 280,632 291,632 280,633 291,633 280,634 291,634 280,635 291,635 280,636 291,636 280,637 291,637 280,638 291,638 280,639 291,639 280,640 291,640 280,641 291,641 280,642 291,642 280,643 291,643 280,644 291,644 280,645 291,645 280,646 291,646 280,647 291,647 280,648 291,648 280,649 291,649 280,650 291,650 280,651 291,651 280,652 291,652 280,653 291,653 280,654 291,654 280,655 291,655 280,656 291,656 280,657 291,657 280,658 291,658 280,659 291,659 280,660 291,660 280,661 291,661 280,662 291,662
298,604 298,663 299,604 299,663 300,604 300,663 301,604 301,663 302,604 302,663 303,604 303,663 304,604 304,663 305,604 305,663 306,604 306,663 307,604 307,663 308,604 308,663 309,604 309,663 298,605 309,605 298,606 309,606 298,607 309,607 298,608 309,608 298,609 309,609 298,610 309,610 298,611 309,611 298,612 309,612 298,613 309,613 298,614 309,614 298,615 309,615 298,616 309,616 298,617 309,617 298,618 309,618 298,619 309,619 298,620 309,620 298,621 309,621 298,622 309,622 298,623 309,623 298,624 309,624 298,625 309,625 298,626 309,626 298,627 309,627 298,628 309,628 298,629 309,629 298,630 309,630 298,631 309,631 298,632 309,632 298,633 309,633 298,634 309,634 298,635 309,635 298,636 309,636 298,637 309,637 298,638 309,638 298,639 309,639 298,640 309,640 298,641 309,641 298,642 309,642 298,643 309,643 298,644 309,644 298,645 309,645 298,646 309,646 298,647 309,647 298,648 309,648 298,649 309,649 298,650 309,650 298,651 309,651 298,652 309,652 298,653 309,653 298,654 309,654 298,655 309,655 298,656 309,656 298,657 309,657 298,658 309,658 298,659 309,659 298,660 309,660 298,661 309,661 298,662 309,662
316,604 316,663 317,604 317,663 318,604 318,663 319,604 319,663 320,604 320,663 321,604 321,663 322,604 322,663 323,604 323,663 324,604 324,663 325,604 325,663 326,604 326,663 327,604 327,663 316,605 327,605 316,606 327,606 316,607 327,607 316,608 327,608 316,609 327,609 316,610 327,610 316,611 327,611 316,612 327,612 316,613 327,613 316,614 327,614 316,615 327,615 316,616 327,616 316,617 327,617 316,618 327,618 316,619 327,619 316,620 327,620 316,621 327,621 316,622 327,622 316,623 327,623 316,624 327,624 316,625 327,625 316,626 327,626 316,627 327,627 316,628 327,628 316,629 327,629 316,630 327,630 316,631 327,631 316,632 327,632 316,633 327,633 316,634 327,634 316,635 327,635 316,636 327,636 316,637 327,637 316,638 327,638 316,639 327,639 316,640 327,640 316,641 327,641 316,642 327,642 316,643 327,643 316,644 327,644 316,645 327,645 316,646 327,646 316,647 327,647 316,648 327,648 316,649 327,649 316,650 327,650 316,651 327,651 316,652 327,652 316,653 327,653 316,654 327,654 316,655 327,655 316,656 327,656 316,657 327,657 316,658 327,658 316,659 327,659 316,660 327,660 316,661 327,661 316,662 327,662
334,604 334,663 335,604 335,663 336,604 336,663 337,604 337,663 338,604 338,663 339,604 339,663 340,604 340,663 341,604 341,663 342,604 342,663 343,604 343,663 344,604 344,663 345,604 345,663 334,605 345,605 334,606 345,606 334,607 345,607 334,608 345,608 334,609 345,609 334,610 345,610 334,611 345,611 334,612 345,612 334,613 345,613 334,614 345,614 334,615 345,615 334,616 345,616 334,617 345,617 334,618 345,618 334,619 345,619 334,620 345,620 334,621 345,621 334,622 345,622 334,623 345,623 334,624 345,624 334,625 345,625 334,626 345,626 334,627 345,627 334,628 345,628 334,629 345,629 334,630 345,630 334,631 345,631 334,632 345,632 334,633 345,633 334,634 345,634 334,635 345,635 334,636 345,636 334,637 345,637 334,638 345,638 334,639 345,639 334,640 345,640 334,641 345,641 334,642 345,642 334,643 345,643 334,644 345,644 334,645 345,645 334,646 345,646 334,647 345,647 334,648 345,648 334,649 345,649 334,650 345,650 334,651 345,651 334,652 345,652 334,653 345,653 334,654 345,654 334,655 345,655 334,656 345,656 334,657 345,657 334,658 345,658 334,659 345,659 334,660 345,660 334,661 345,661 334,662 345,662
352,604 352,663 353,604 353,663 354,604 354,663 355,604 355,663 356,604 356,663 357,604 357,663 358,604 358,663 359,604 359,663 360,604 360,663 361,604 361,663 362,604 362,663 363,604 363,663 352,605 363,605 352,606 363,606 352,607 363,607 352,608 363,608 352,609 363,609 352,610 363,610 352,611 363,611 352,612 363,612 352,613 363,613 352,614 363,614 352,615 363,615 352,616 363,616 352,617 363,617 352,618 363,618 352,619 363,619 352,620 363,620 352,621 363,621 352,622 363,622 352,623 363,623 352,624 363,624 352,625 363,625 352,626 363,626 352,627 363,627 352,628 363,628 352,629 363,629 352,630 363,630 352,631 363,631 352,632 363,632 352,633 363,633 352,634 363,634 352,635 363,635 352,636 363,636 352,637 363,637 352,638 363,638 352,639 363,639 352,640 363,640 352,641 363,641 352,642 363,642 352,643 363,643 352,644 363,644 352,645 363,645 352,646 363,646 352,647 363,647 352,648 363,648 352,649 363,649 352,650 363,650 352,651 363,651 352,652 363,652 352,653 363,653 352,654 363,654 352,655 363,655 352,656 363,656 352,657 363,657 352,658 363,658 352,659 363,659 352,660 363,660 352,661 363,661 352,662 363,662
370,604 370,663 371,604 371,663 372,604 372,663 373,604 373,663 374,604 374,663 375,604 375,663 376,604 376,663 377,604 377,663 378,604 378,663 379,604 379,663 380,604 380,663 381,604 381,663 370,605 381,605 370,606 381,606 370,607 381,607 370,608 381,608 370,609 381,609 370,610 381,610 370,611 381,611 370,612 381,612 370,613 381,613 370,614 381,614 370,615 381,615 370,616 381,616 370,617 381,617 370,618 381,618 370,619 381,619 370,620 381,620 370,621 381,621 370,622 381,622 370,623 381,623 370,624 381,624 370,625 381,625 370,626 381,626 370,627 381,627 370,628 381,628 370,629 381,629 370,630 381,630 370,631 381,631 370,632 381,632 370,633 381,633 370,634 381,634 370,635 381,635 370,636 381,636 370,637 381,637 370,638 381,638 370,639 381,639 370,640 381,640 370,641 381,641 370,642 381,642 370,643 381,643 370,644 381,644 370,645 381,645 370,646 381,646 370,647 381,647 370,648 381,648 370,649 381,649 370,650 381,650 370,651 381,651 370,652 381,652 370,653 381,653 370,654 381,654 370,655 381,655 370,656 381,656 370,657 381,657 370,658 381,658 370,659 381,659 370,660 381,660 370,661 381,661 370,662 381,662
388,604 388,663 389,604 389,663 390,604 390,663 391,604 391,663 392,604 392,663 393,604 393,663 394,604 394,663 395,604 395,663 396,604 396,663 397,604 397,663 398,604 398,663 399,604 399,663 388,605 399,605 388,606 399,606 388,607 399,607 388,608 399,608 388,609 399,609 388,610 399,610 388,611 399,611 388,612 399,612 388,613 399,613 388,614 399,614 388,615 399,615 388,616 399,616 388,617 399,617 388,618 399,618 388,619 399,619 388,620 399,620 388,621 399,621 388,622 399,622 388,623 399,623 388,624 399,624 388,625 399,625 388,626 399,626 388,627 399,627 388,628 399,628 388,629 399,629 388,630 399,630 388,631 399,631 388,632 399,632 388,633 399,633 388,634 399,634 388,635 399,635 388,636 399,636 388,637 399,637 388,638 399,638 388,639 399,639 388,640 399,640 388,641 399,641 388,642 399,642 388,643 399,643 388,644 399,644 388,645 399,645 388,646 399,646 388,647 399,647 388,648 399,648 388,649 399,649 388,650 399,650 388,651 399,651 388,652 399,652 388,653 399,653 388,654 399,654 388,655 399,655 388,656 399,656 388,657 399,657 388,658 399,658 388,659 399,659 388,660 399,660 388,661 399,661 388,662 399,662
406,604 406,663 407,604 407,663 408,604 408,663 409,604 409,663 410,604 410,663 411,604 411,663 412,604 412,663 413,604 413,663 414,604 414,663 415,604 415,663 416,604 416,663 417,604 417,663 406,605 417,605 406,606 417,606 406,607 417,607 406,608 417,608 406,609 417,609 406,610 417,610 406,611 417,611 406,612 417,612 406,613 417,613 406,614 417,614 406,615 417,615 406,616 417,616 406,617 417,617 406,618 417,618 406,619 417,619 406,620 417,620 406,621 417,621 406,622 417,622 406,623 417,623 406,624 417,624 406,625 417,625 406,626 417,626 406,627 417,627 406,628 417,628 406,629 417,629 406,630 417,630 406,631 417,631 406,632 417,632 406,633 417,633 406,634 417,634 406,635 417,635 406,636 417,636 406,637 417,637 406,638 417,638 406,639 417,639 406,640 417,640 406,641 417,641 406,642 417,642 406,643 417,643 406,644 417,644 406,645 417,645 406,646 417,646 406,647 417,647 406,648 417,648 406,649 417,649 406,650 417,650 406,651 417,651 406,652 417,652 406,653 417,653 406,654 417,654 406,655 417,655 406,656 417,656 406,657 417,657 406,658 417,658 406,659 417,659 406,660 417,660 406,661 417,661 406,662 417,662
424,604 424,663 425,604 425,663 426,604 426,663 427,604 427,663 428,604 428,663 429,604 429,663 430,604 430,663 431,604 431,663 432,604 432,663 433,604 433,663 434,604 434,663 435,604 435,663 424,605 435,605 424,606 435,606 424,607 435,607 424,608 435,608 424,609 435,609 424,610 435,610 424,611 435,611 424,612 435,612 424,613 435,613 424,614 435,614 424,615 435,615 424,616 435,616 424,617 435,617 424,618 435,618 424,619 435,619 424,620 435,620 424,621 435,621 424,622 435,622 424,623 435,623 424,624 435,624 424,625 435,625 424,626 435,626 424,627 435,627 424,628 435,628 424,629 435,629 424,630 435,630 424,631 435,631 424,632 435,632 424,633 435,633 424,634 435,634 424,635 435,635 424,636 435,636 424,637 435,637 424,638 435,638 424,639 435,639 424,640 435,640 424,641 435,641 424,642 435,642 424,643 435,643 424,644 435,644 424,645 435,645 424,646 435,646 424,647 435,647 424,648 435,648 424,649 435,649 424,650 435,650 424,651 435,651 424,652 435,652 424,653 435,653 424,654 435,654 424,655 435,655 424,656 435,656 424,657 435,657 424,658 435,658 424,659 435,659 424,660 435,660 424,661 435,661 424,662 435,662
442,604 442,663 443,604 443,663 444,604 444,663 445,604 445,663 446,604 446,663 447,604 447,663 448,604 448,663 449,604 449,663 450,604 450,663 451,604 451,663 452,604 452,663 453,604 453,663 442,605 453,605 442,606 453,606 442,607 453,607 442,608 453,608 442,609 453,609 442,610 453,610 442,611 453,611 442,612 453,612 442,613 453,613 442,614 453,614 442,615 453,615 442,616 453,616 442,617 453,617 442,618 453,618 442,619 453,619 442,620 453,620 442,621 453,621 442,622 453,622 442,623 453,623 442,624 453,624 442,625 453,625 442,626 453,626 442,627 453,627 442,628 453,628 442,629 453,629 442,630 453,630 442,631 453,631 442,632 453,632 442,633 453,633 442,634 453,634 442,635 453,635 442,636 453,636 442,637 453,637 442,638 453,638 442,639 453,639 442,640 453,640 442,641 453,641 442,642 453,642 442,643 453,643 442,644 453,644 442,645 453,645 442,646 453,646 442,647 453,647 442,648 453,648 442,649 453,649 442,650 453,650 442,651 453,651 442,652 453,652 442,653 453,653 442,654 453,654 442,655 453,655 442,656 453,656 442,657 453,657 442,658 453,658 442,659 453,659 442,660 453,660 442,661 453,661 442,662 453,662
460,604 460,663 461,604 461,663 462,604 462,663 463,604 463,663 464,604 464,663 465,604 465,663 466,604 466,663 467,604 467,663 468,604 468,663 469,604 469,663 470,604 470,663 471,604 471,663 460,605 471,605 460,606 471,606 460,607 471,607 460,608 471,608 460,609 471,609 460,610 471,610 460,611 471,611 460,612 471,612 460,613 471,613 460,614 471,614 460,615 471,615 460,616 471,616 460,617 471,617 460,618 471,618 460,619 471,619 460,620 471,620 460,621 471,621 460,622 471,622 460,623 471,623 460,624 471,624 460,625 471,625 460,626 471,626 460,627 471,627 460,628 471,628 460,629 471,629 460,630 471,630 460,631 471,631 460,632 471,632 460,633 471,633 460,634 471,634 460,635 471,635 460,636 471,636 460,637 471,637 460,638 471,638 460,639 471,639 460,640 471,640 460,641 471,641 460,642 471,642 460,643 471,643 460,644 471,644 460,645 471,645 460,646 471,646 460,647 471,647 460,648 471,648 460,649 471,649 460,650 471,650 460,651 471,651 460,652 471,652 460,653 471,653 460,654 471,654 460,655 471,655 460,656 471,656 460,657 471,657 460,658 471,658 460,659 471,659 460,660 471,660 460,661 471,661 460,662 471,662
478,604 478,663 479,604 479,663 480,604 480,663 481,604 481,663 482,604 482,663 483,604 483,663 484,604 484,663 485,604 485,663 486,604 486,663 487,604 487,663 488,604 488,663 489,604 489,663 478,605 489,605 478,606 489,606 478,607 489,607 478,608 489,608 478,609 489,609 478,610 489,610 478,611 489,611 478,612 489,612 478,613 489,613 478,614 489,614 478,615 489,615 478,616 489,616 478,617 489,617 478,618 489,618 478,619 489,619 478,620 489,620 478,621 489,621 478,622 489,622 478,623 489,623 478,624 489,624 478,625 489,625 478,626 489,626 478,627 489,627 478,628 489,628 478,629 489,629 478,630 489,630 478,631 489,631 478,632 489,632 478,633 489,633 478,634 489,634 478,635 489,635 478,636 489,636 478,637 489,637 478,638 489,638 478,639 489,639 478,640 489,640 478,641 489,641 478,642 489,642 478,643 489,643 478,644 489,644 478,645 489,645 478,646 489,646 478,647 489,647 478,648 489,648 478,649 489,649 478,650 489,650 478,651 489,651 478,652 489,652 478,653 489,653 478,654 489,654 478,655 489,655 478,656 489,656 478,657 489,657 478,658 489,658 478,659 489,659 478,660 489,660 478,661 489,661 478,662 489,662
496,604 496,663 497,604 497,663 498,604 498,663 499,604 499,663 500,604 500,663 501,604 501,663 502,604 502,663 503,604 503,663 504,604 504,663 505,604 505,663 506,604 506,663 507,604 507,663 496,605 507,605 496,606 507,606 496,607 507,607 496,608 507,608 496,609 507,609 496,610 507,610 496,611 507,611 496,612 507,612 496,613 507,613 496,614 507,614 496,615 507,615 496,616 507,616 496,617 507,617 496,618 507,618 496,619 507,619 496,620 507,620 496,621 507,621 496,622 507,622 496,623 507,623 496,624 507,624 496,625 507,625 496,626 507,626 496,627 507,627 496,628 507,628 496,629 507,629 496,630 507,630 496,631 507,631 496,632 507,632 496,633 507,633 496,634 507,634 496,635 507,635 496,636 507,636 496,637 507,637 496,638 507,638 496,639 507,639 496,640 507,640 496,641 507,641 496,642 507,642 496,643 507,643 496,644 507,644 496,645 507,645 496,646 507,646 496,647 507,647 496,648 507,648 496,649 507,649 496,650 507,650 496,651 507,651 496,652 507,652 496,653 507,653 496,654 507,654 496,655 507,655 496,656 507,656 496,657 507,657 496,658 507,658 496,659 507,659 496,660 507,660 496,661 507,661 496,662 507,662
64,668 64,727 65,668 65,727 66,668 66,727 67,668 67,727 68,668 68,727 69,668 69,727 70,668 70,727 71,668 71,727 72,668 72,727 73,668 73,727 74,668 74,727 75,668 75,727 64,669 75,669 64,670 75,670 64,671 75,671 64,672 75,672 64,673 75,673 64,674 75,674 64,675 75,675 64,676 75,676 64,677 75,677 64,678 75,678 64,679 75,679 64,680 75,680 64,681 75,681 64,682 75,682 64,683 75,683 64,684 75,684 64,685 75,685 64,686 75,686 64,687 75,687 64,688 75,688 64,689 75,689 64,690 75,690 64,691 75,691 64,692 75,692 64,693 75,693 64,694 75,694 64,695 75,695 64,696 75,696 64,697 75,697 64,698 75,698 64,699 75,699 64,700 75,700 64,701 75,701 64,702 75,702 64,703 75,703 64,704 75,704 64,705 75,705 64,706 75,706 64,707 75,707 64,708 75,708 64,709 75,709 64,710 75,710 64,711 75,711 64,712 75,712 64,713 75,713 64,714 75,714 64,715 75,715 64,716 75,716 64,717 75,717 64,718 75,718 64,719 75,719 64,720 75,720 64,721 75,721 64,722 75,722 64,723 75,723 64,724 75,724 64,725 75,725 64,726 75,726
82,668 82,727 83,668 83,727 84,668 84,727 85,668 85,727 86,668 86,727 87,668 87,727 88,668 88,727 89,668 89,727 90,668 90,727 91,668 91,727 92,668 92,727 93,668 93,727 82,669 93,669 82,670 93,670 82,671 93,671 82,672 93,672 82,673 93,673 82,674 93,674 82,675 93,675 82,676 93,676 82,677 93,677 82,678 93,678 82,679 93,679 82,680 93,680 82,681 93,681 82,682 93,682 82,683 93,683 82,684 93,684 82,685 93,685 82,686 93,686 82,687 93,687 82,688 93,688 82,689 93,689 82,690 93,690 82,691 93,691 82,692 93,692 82,693 93,693 82,694 93,694 82,695 93,695 82,696 93,696 82,697 93,697 82,698 93,698 82,699 93,699 82,700 93,700 82,701 93,701 82,702 93,702 82,703 93,703 82,704 93,704 82,705 93,705 82,706 93,706 82,707 93,707 82,708 93,708 82,709 93,709 82,710 93,710 82,711 93,711 82,712 93,712 82,713 93,713 82,714 93,714 82,715 93,715 82,716 93,716 82,717 93,717 82,718 93,718 82,719 93,719 82,720 93,720 82,721 93,721 82,722 93,722 82,723 93,723 82,724 93,724 82,725 93,725 82,726 93,726
100,668 100,727 101,668 101,727 102,668 102,727 103,668 103,727 104,668 104,727 105,668 105,727 106,668 106,727 107,668 107,727 108,668 108,727 109,668 109,727 110,668 110,727 111,668 111,727 100,669 111,669 100,670 111,670 100,671 111,671 100,672 111,672 100,673 111,673 100,674 111,674 100,675 111,675 100,676 111,676 100,677 111,677 100,678 111,678 100,679 111,679 100,680 111,680 100,681 111,681 100,682 111,682 100,683 111,683 100,684 111,684 100,685 111,685 100,686 111,686 100,687 111,687 100,688 111,688 100,689 111,689 100,690 111,690 100,691 111,691 100,692 111,692 100,693 111,693 100,694 111,694 100,695 111,695 100,696 111,696 100,697 111,697 100,698 111,698 100,699 111,699 100,700 111,700 100,701 111,701 100,702 111,702 100,703 111,703 100,704 111,704 100,705 111,705 100,706 111,706 100,707 111,707 100,708 111,708 100,709 111,709 100,710 111,710 100,711 111,711 100,712 111,712 100,713 111,713 100,714 111,714 100,715 111,715 100,716 111,716 100,717 111,717 100,718 111,718 100,719 111,719 100,720 111,720 100,721 111,721 100,722 111,722 100,723 111,723 100,724 111,724 100,725 111,725 100,726 111,726
118,668 118,727 119,668 119,727 120,668 120,727 121,668 121,727 122,668 122,727 123,668 123,727 124,668 124,727 125,668 125,727 126,668 126,727 127,668 127,727 128,668 128,727 129,668 129,727 118,669 129,669 118,670 129,670 118,671 129,671 118,672 129,672 118,673 129,673 118,674 129,674 118,675 129,675 118,676 129,676 118,677 129,677 118,678 129,678 118,679 129,679 118,680 129,680 118,681 129,681 118,682 129,682 118,683 129,683 118,684 129,684 118,685 129,685 118,686 129,686 118,687 129,687 118,688 129,688 118,689 129,689 118,690 129,690 118,691 129,691 118,692 129,692 118,693 129,693 118,694 129,694 118,695 129,695 118,696 129,696 118,697 129,697 118,698 129,698 118,699 129,699 118,700 129,700 118,701 129,701 118,702 129,702 118,703 129,703 118,704 129,704 118,705 129,705 118,706 129,706 118,707 129,707 118,708 129,708 118,709 129,709 118,710 129,710 118,711 129,711 118,712 129,712 118,713 129,713 118,714 129,714 118,715 129,715 118,716 129,716 118,717 129,717 118,718 129,718 118,719 129,719 118,720 129,720 118,721 129,721 118,722 129,722 118,723 129,723 118,724 129,724 118,725 129,725 118,726 129,726
136,668 136,727 137,668 137,727 138,668 138,727 139,668 139,727 140,668 140,727 141,668 141,727 142,668 142,727 143,668 143,727 144,668 144,727 145,668 145,727 146,668 146,727 147,668 147,727 136,669 147,669 136,670 147,670 136,671 147,671 136,672 147,672 136,673 147,673 136,674 147,674 136,675 147,675 136,676 147,676 136,677 147,677 136,678 147,678 136,679 147,679 136,680 147,680 136,681 147,681 136,682 147,682 136,683 147,683 136,684 147,684 136,685 147,685 136,686 147,686 136,687 147,687 136,688 147,688 136,689 147,689 136,690 147,690 136,691 147,691 136,692 147,692 136,693 147,693 136,694 147,694 136,695 147,695 136,696 147,696 136,697 147,697 136,698 147,698 136,699 147,699 136,700 147,700 136,701 147,701 136,702 147,702 136,703 147,703 136,704 147,704 136,705 147,705 136,706 147,706 136,707 147,707 136,708 147,708 136,709 147,709 136,710 147,710 136,711 147,711 136,712 147,712 136,713 147,713 136,714 147,714 136,715 147,715 136,716 147,716 136,717 147,717 136,718 147,718 136,719 147,719 136,720 147,720 136,721 147,721 136,722 147,722 136,723 147,723 136,724 147,724 136,725 147,725 136,726 147,726
154,668 154,727 155,668 155,727 156,668 156,727 157,668 157,727 158,668 158,727 159,668 159,727 160,668 160,727 161,668 161,727 162,668 162,727 163,668 163,727 164,668 164,727 165,668 165,727 154,669 165,669 154,670 165,670 154,671 165,671 154,672 165,672 154,673 165,673 154,674 165,674 154,675 165,675 154,676 165,676 154,677 165,677 154,678 165,678 154,679 165,679 154,680 165,680 154,681 165,681 154,682 165,682 154,683 165,683 154,684 165,684 154,685 165,685 154,686 165,686 154,687 165,687 154,688 165,688 154,689 165,689 154,690 165,690 154,691 165,691 154,692 165,692 154,693 165,693 154,694 165,694 154,695 165,695 154,696 165,696 154,697 165,697 154,698 165,698 154,699 165,699 154,700 165,700 154,701 165,701 154,702 165,702 154,703 165,703 154,704 165,704 154,705 165,705 154,706 165,706 154,707 165,707 154,708 165,708 154,709 165,709 154,710 165,710 154,711 165,711 154,712 165,712 154,713 165,713 154,714 165,714 154,715 165,715 154,716 165,716 154,717 165,717 154,718 165,718 154,719 165,719 154,720 165,720 154,721 165,721 154,722 165,722 154,723 165,723 154,724 165,724 154,725 165,725 154,726 165,726
